,unique_id,osmid,element_type,amenity,collection_times,operator,postal_code,ref,royal_cypher,geometry,created_by,addr:housenumber,addr:postcode,addr:street,fhrs:id,name,source:addr,wifi,post_box:type,source,toilets,toilets:wheelchair,wheelchair,addr:city,addr:country,fhrs:authority,fhrs:local_authority_id,old_name,post_box:apertures,post_box:design,cuisine,denomination,religion,brewery,internet_access,internet_access:fee,access,capacity,capacity:disabled,fee,maxheight,operator:type,parking,supervised,surface,website,historic,layer,start_date,tourism,wikidata,wikipedia,brand,opening_hours,phone,ref:navads,source:postcode,fixme,bus,public_transport,level,note,shop,source:name,addr:housename,email,outdoor_seating,smoking,open,healthcare,old_amenity,disused,ref:pol_id,fuel:diesel,fuel:octane_95,fuel:octane_98,bicycle_parking,covered,food,sport,recycling:cardboard,recycling:clothes,recycling:glass_bottles,recycling_type,brand:wikidata,brand:wikipedia,short_name,dispensing,backrest,information,addr:full,takeaway,brothel:club,cash_in,drive_through,alt_name,real_ale,payment:coins,payment:credit_cards,payment:debit_cards,payment:telephone_cards,atm:count,addr:place,addr:unit,old_website,currency:GBP,contact:website,atm,source:housenumber,ele,name:en,diet:vegetarian,building,fax,old_cuisine,old_opening_hours,telephone,fixme:addr1,contact:fax,booth,official_name,bar,building:level,opening_hours:covid19,toilets:disposal,source:opening_times,delivery,name:it,gluten_free,old_fhrs:id,leisure,buffet,taxi,recycling:cans,recycling:glass,recycling:paper,female,male,old_shop,contact:facebook,gay,lgbtq,payment:american_express,kindergarten,direction,material,halal,note:cuisine,mapillary,survey:date,vending,highway,cyclestreets_id,pedalboat_rental,motor_vehicle,vegetarian,internet_access:ssid,diet:vegan,payment:cash,payment:electronic_purses,payment:maestro,payment:visa,addr:state,description,emergency,diet:gluten_free,toilets:access,office,drink,dog,wheelchair:step_height,changing_table,contact:phone,air_conditioning,indoor,stars,count,addr:village,social_facility,social_facility:for,operator:wikidata,operator:wikipedia,nodes,park_ride,type,cinema:3D,screen,phone:GB,facebook,twitter,source:geometry,service_times,ref:edubase,hgv,fhrs:rating,capacity:charging,payment:cards,payment:contactless,building:use,name:sr,notes,private,maxstay,maxspeed,fuel:lpg,cqc:location:id,designation,source:building,landuse,owner,listed_status,building:levels,recycling:green_waste,lit,smoothness,ref:NPLG:UPRN:1,url,unisex,area,name:pa,name:gu,name:hi,ref:GB:uprn,studio,room,survey_date,construction,recycling:aluminium,recycling:batteries,recycling:beverage_cartons,recycling:books,recycling:cartons,recycling:electrical_appliances,recycling:magazines,recycling:newspaper,recycling:organic,recycling:paper_packaging,recycling:plastic,recycling:plastic_bottles,recycling:plastic_packaging,recycling:scrap_metal,recycling:shoes,recycling:small_appliances,recycling:waste,recycling:wood,charge,animal_training,ways
738,node/3925419727,3925419727,node,kindergarten,,,,,,"-1.1275997,52.6331382,",,18,LE1 1PA,Northampton Street,748874,City Nursery,FHRS Open Data,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,day_nursery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,node/3925504063,3925504063,node,restaurant,,,,,,"-1.1302497,52.6348392,",,19,LE1 1JX,Free Lane,50190,The Good Earth,FHRS Open Data,,,survey,,,,,,,,,,,wholefood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,node/3925556266,3925556266,node,restaurant,,,,,,"-1.1324623,52.6317593,",,2,LE1 6RH,King Street,756253,Buddha Bay,FHRS Open Data,,,local knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,node/3927224528,3927224528,node,bicycle_parking,,,,,,"-1.1273806,52.6385602,",,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stands,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,node/3932008271,3932008271,node,cafe,,,,,,"-1.1302315,52.6345775,",,19,LE1 1JA,Halford Street,728059,Cafe Malveen,FHRS Open Data,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,node/3932034174,3932034174,node,fast_food,,,,,,"-1.1310044,52.6344694,",,1,LE1 1JA,Halford Street,60338,Jack's,FHRS Open Data,,,survey,,,,,,,,,,,baked_potato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,node/3932034177,3932034177,node,restaurant,,,,,,"-1.1304676,52.6345316,",,11,LE1 1JA,Halford Street,60341,Roma,FHRS Open Data,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,node/3960733924,3960733924,node,bench,,,,,,"-1.1527226,52.6387837,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,node/3960733925,3960733925,node,bench,,,,,,"-1.1527235,52.6388229,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,node/3964815655,3964815655,node,fast_food,,,,,,"-1.1443516,52.5907692,",,,,,,Sturdee Plaice,,,,,,,yes,,,,,,,,fish_and_chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,node/3964820384,3964820384,node,dentist,,,,,,"-1.1188348,52.6193274,",,,,,,Park View Dental Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,node/3970642795,3970642795,node,bicycle_parking,,,,,,"-1.1241301,52.6357865,",,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stands,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,node/3971638560,3971638560,node,bicycle_parking,,,,,,"-1.1438504,52.628733,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stands,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,node/3981384710,3981384710,node,pub,,,,,,"-1.1000115,52.6167921,",,,,,,The Real Ale Classroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,node/3981384711,3981384711,node,dentist,,,,,,"-1.1022351,52.6162987,",,,,,,Number One Dental Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,node/3982051660,3982051660,node,cafe,,,,,,"-1.1206973,52.62807,",,108,LE2 0QS,London Road,842718,6 Degrees,FHRS Open Data,,,,,,,,,,,,,,coffee_shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,node/3982051662,3982051662,node,fast_food,,,,,,"-1.1140116,52.6264194,",,,,,,Blue Point,,,,,,,,,,,,,,,kebab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,node/3987557342,3987557342,node,car_wash,,,,,,"-1.1212238,52.6289509,",,,,,,Hand Car Wash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,node/3987557360,3987557360,node,community_centre,,,,,,"-1.120082,52.6318465,",,,,,,African Community Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 09:00-21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,node/3995551758,3995551758,node,restaurant,,,,,,"-1.1339424,52.6319626,",,9,LE1 6ZH,Welford Place,,Peter Pizzeria,,,,,,,,,,,,,,,sandwich;pizza,,,,wlan,,,,,,,,,,,http://www.peterpizzeria.co.uk/leicester/,,,,,Q26667827,,,Th-Su 12:00-22:30; Mo-We 12:00-21:30,+44 1162545333,,,,,,,,,,,leicester@peterpizzeria.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Pizzeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,node/3995551759,3995551759,node,toilets,,Leicester City Council,,,,"-1.1348832,52.6317277,",,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flush,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,node/4003289789,4003289789,node,bicycle_parking,,,,,,"-1.1459476,52.6317144,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,node/4014979184,4014979184,node,cafe,,,,,,"-1.1240037,52.6216262,",,,,,,delic!ous,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,08:00-19:00,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,node/4034854486,4034854486,node,bicycle_parking,,,,,,"-1.1248905,52.6315629,",,,,,,Cycle Hub,,,,,,,,,,,,,,,,,,,,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,node/4034854487,4034854487,node,bicycle_parking,,,,,,"-1.1250752,52.6311713,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,node/4034854488,4034854488,node,bicycle_parking,,,,,,"-1.1252057,52.6310764,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,node/4045428469,4045428469,node,restaurant,,,,,,"-1.1248293,52.6472282,",,62-64,LE4 5AS,Belgrave Road,617817,Kebabish Original,FHRS Open Data,,,survey,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,grilled chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,node/4045428477,4045428477,node,restaurant,,,,,,"-1.1245316,52.6475863,",,78-80,LE4 5AS,Belgrave Road,1081349,Shiv Sagar Veg Restaurant,,,,,,,,Leicester,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,node/4045428485,4045428485,node,ice_cream,,,,,,"-1.1247005,52.6473975,",,68,LE4 5AS,Belgrave Road,842720,Milkylane,,,,,,,,Leicester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milky Lane Dessert Parlour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,node/4045428486,4045428486,node,telephone,,,,,,"-1.1254658,52.6463166,",,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,node/4045428488,4045428488,node,restaurant,,,,,,"-1.1255213,52.6463739,",,32,LE4 5AS,Belgrave Road,740722,Harini's Restaurant & Lounge,FHRS Open Data,,,survey,,,,,,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indian;chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,node/4045428689,4045428689,node,restaurant,,,,,,"-1.1252209,52.6467514,",,48-50,LE4 5AS,Belgrave Road,815845,Kinara Karahi,FHRS Open Data,,,survey,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,node/4045428691,4045428691,node,bench,,,,,,"-1.1254489,52.6464601,",,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HVDUToIpmAhbGOTcMsn1AQ,08/04/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,node/4045428698,4045428698,node,car_wash,,,,,,"-1.1250331,52.6469939,",,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,node/4045428702,4045428702,node,fast_food,,,,,,"-1.1248937,52.6471371,",,58,LE4 5AS,Belgrave Road,688722,Square Pizza Company,FHRS Open Data,,,survey,,,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,node/4045428705,4045428705,node,bench,,,,,,"-1.1256313,52.6464699,",,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,node/4057899465,4057899465,node,restaurant,,,,,,"-1.1345555,52.637492,",,46-48,LE1 4AJ,Church Gate,26935,Cedars,FHRS Open Data,,,survey,,,,,,,,,,,lebanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,node/4057899466,4057899466,node,bar,,,,,,"-1.1380373,52.6352411,",,94,LE1 5YP,High Street,897921,Apres Lounge,FHRS Open Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,node/4057899471,4057899471,node,fast_food,,,,,,"-1.1333574,52.6305636,",,,,,,Popeyes,,,,,,,,,,,,,,,chicken,,,,,,,,,,,,,,,,,,,,,,Popeyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1330910,en:Popeyes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Popeyes Louisiana Kitchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,node/4063021063,4063021063,node,place_of_worship,,,,,,"-1.1193003,52.6145628,",,,,,,Baitul Ikram Mosque,,,,,,,,,,,,,,,,,muslim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,node/4063907098,4063907098,node,restaurant,,,,,,"-1.1256442,52.6330274,",,1,LE1 1SH,St Georges Way,,Al Feena Lounge & Grill,,,,,,,,Leicester,,,,,,,,,,,,,,,,,,,,,,http://www.alfeena.com/,,,,,,,,,0116 253 1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
