,unique_id,osmid,element_type,geometry,amenity,building,name,drive_through,fee,operator,note,level,addr:housenumber,addr:postcode,addr:street,opening_hours,phone,addr:city,addr:housename,building:levels,description,source,access,alt_name,brand,brand:wikidata,shop,office,website,ref,wheelchair,leisure,bus,public_transport,ref:NPLG:UPRN:1,parking,emergency,tourism,wikidata,historic,addr:unit,indoor,sport,nodes,brand:wikipedia,service:bicycle:retail,shop_1,denomination,postal_code,religion,fhrs:id,source:postcode,old_name,old_shop,cuisine,fixme,park_ride,supervised,source:addr,cinema:3D,screen,wikipedia,layer,addr:country,contact:facebook,contact:phone,contact:twitter,contact:website,fhrs:authority,fhrs:local_authority_id,opening_hours:covid19,disused:amenity,phone:GB,facebook,food,internet_access,internet_access:fee,internet_access:ssid,twitter,source:geometry,outdoor_seating,height,source:name,second_hand,ref:GB:uprn,email,addr:flats,addr:interpolation,building:use,listed_status,old_amenity,old_denomination,old_religion,telecom,fax,smoking,stars,service_times,area,self_checkout,owner,man_made,HE_ref,notes,fhrs:rating,gay,lgbtq,female,male,residential,healthcare,name:en,club,product,name:sr,social_facility,social_facility:for,other_fhrs:id,cqc:location:id,pool,toilets,toilets:wheelchair,type,source:building,roof:levels,roof:shape,start_date,official_name,landuse,surface,building:colour,building:material,roof:colour,roof:material,craft,capacity,addr:source,brewery,unisex,power,building:min_level,source:addr:postcode,name:pa,name:gu,name:hi,substation,air_conditioning,name:it,butcher,delivery,takeaway,atm,diet:vegetarian,food_hall,disused,disused:shop,architect,wikimedia_commons,studio,abandoned:building,room,cyclestreets_id,gift,building:levels:underground,bar,restaurant,survey_date,add,information,gay:men,gay:transgender,government,dispensing,beauty,opening_date,rooms,material,number_of_apartments,roof:orientation,construction,operator:type,animal_training,ways,service:vehicle:car_repair,service:vehicle:used_car_sales
0,node/357488435,357488435,node," -1.0997227,52.6076089,",,yes,Memorial Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,node/1179776583,1179776583,node," -1.1081367,52.6282527,",community_centre,yes,Muslim Burial Council Of Leicestershire,,,City Council Leicester,,,394,LE5 5HH,east park road,"Mo-Fr 09:00-13:00,14:00-16:30",+44 7803 240 493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,node/1386645105,1386645105,node," -1.1228077,52.6286187,",,yes,Signum Corporate Communications T/as Sempervox,,,,,,15,LE1 7GZ,De Montfort Place,,,Leicester,Consort House,2,Telephony and Internet Provider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,node/1780455634,1780455634,node," -1.1120306,52.6196029,",,apartments,Dukes Drive,,,,,,27,LE2 1TP,Dukes Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,node/2246546323,2246546323,node," -1.10301,52.6237847,",,office,St Philip's Centre,,,,,,2a,LE5 5UB,Stoughton Drive North,,,Leicester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,node/2700286256,2700286256,node," -1.0835497,52.5996126,",,yes,Spencers,,,,,,33,LE2 5BB,The Parade,,+44 1162029936,"Oadby, Leicester",,,,,,,,,,estate_agent,https://www.spencers.co.uk/forsaleoffice/Oadby/318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,node/2973208534,2973208534,node," -1.0857198,52.6102096,",,public,Leicester Conferences,,,,,,,,,,,,John Foster Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,node/2973208536,2973208536,node," -1.0857171,52.6090336,",,yes,Leicester Conferences,,,,,,,,,,,,Stamford Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,node/3305947454,3305947454,node," -1.1293733,52.6350224,",,commercial,Apex House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,node/3392518633,3392518633,node," -1.0557121,52.6275701,",,house,LE5 6NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,node/3737265675,3737265675,node," -1.1316012,52.6303079,",,residential,Unite Student Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,node/3737265758,3737265758,node," -1.1356916,52.6289453,",,residential,Unite Students,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,node/3737265759,3737265759,node," -1.1357989,52.6293084,",,residential,Westmanor Student Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,node/7986030100,7986030100,node," -1.136073,52.6373034,",,yes,Social Climbing,,,,,,,,,,,,,,,,,,,,,,,,,sports_centre,,,,,,,,,,yes,climbing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,way/4435139,4435139,way,"-1.1335892,52.6350438,,-1.1335361,52.6350782,,-1.133447,52.635121,,-1.133267,52.6351962,,-1.1332179,52.6352172,,-1.1331992,52.6352227,,-1.1331752,52.635224,,-1.1331544,52.6352187,,-1.1331354,52.6352089,,-1.1325375,52.6345482,,-1.1325284,52.6345284,,-1.1325265,52.6345103,,-1.132534,52.6344924,,-1.1325463,52.6344758,,-1.1325628,52.6344601,,-1.1325834,52.6344479,,-1.132848,52.6343417,,-1.1330445,52.6344756,,-1.132964,52.63452,,-1.1330779,52.6345887,,-1.1329705,52.6346576,,-1.1330428,52.634699,,-1.1331149,52.6347398,,-1.1332075,52.6347919,,-1.1333042,52.6347286,,-1.1336675,52.6349475,,-1.1336358,52.6349989,,-1.1335892,52.6350438,,",marketplace,roof,Leicester Covered Market,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[27221743, 1780306191, 1780306102, 1780306193, 27221732, 1780306116, 7856993683, 7856993684, 1780306280, 1780306199, 7856993680, 7856993679, 7856993678, 7856993682, 7856993681, 1780306078, 1780306307, 7857100187, 27221737, 1780306277, 1780306299, 3010934368, 3010934369, 1780306158, 1780306189, 27221742, 1780306099, 27221743]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,way/30080019,30080019,way,"-1.1281144,52.6162875,,-1.1284113,52.6162603,,-1.1285299,52.6167173,,-1.1282296,52.6167451,,-1.1281144,52.6162875,,",,yes,Halfords,,,,,,,,,,,,,,,,,,Halfords,Q3398786,car_parts,,,,,,,,,,,,,,,,,"[623014789, 331319486, 331319480, 623014792, 623014789]",en:Halfords,yes,car_parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,way/30349092,30349092,way,"-1.1167339,52.6060665,,-1.1171396,52.6061611,,-1.1171575,52.6061328,,-1.1172152,52.6061462,,-1.1172729,52.6060549,,-1.1168095,52.6059469,,-1.1167339,52.6060665,,",place_of_worship,yes,Knighton Evangelical Free Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[304693152, 334723956, 334723981, 334723974, 334723962, 334723969, 304693152]",,,,independent,LE2 3WB,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,way/30424053,30424053,way,"-1.1209723,52.5986587,,-1.1207597,52.5986601,,-1.1207561,52.5987346,,-1.1207553,52.5988321,,-1.1209728,52.5988328,,-1.1209723,52.5986587,,",,yes,The Co-operative Food,,,Central England Co-operative Society,,,91-97,LE2 6GE,Aberdale Road,Mo-Su 07:00-22:00,,,,,,,,,,,convenience,,,,,,,,,,,,,,,,,"[335750637, 335750636, 335750503, 335750498, 335750499, 335750637]",,,,,,,756249,FHRS Open Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,way/30424265,30424265,way,"-1.120088,52.5989812,,-1.1200912,52.5989451,,-1.120109,52.5987387,,-1.1200838,52.5987185,,-1.1198902,52.5987122,,-1.119867,52.5989739,,-1.120088,52.5989812,,",,yes,Tesco Express,,,,,,80,LE2 6GB,Aberdale Road,,,,,,,,,,Tesco Express,Q98456772,convenience,,,,,,,,,,,,,,,,,"[335751710, 335751715, 335751711, 741618821, 335751713, 335751714, 335751710]",,,,,,,660689,FHRS Open Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,way/30424807,30424807,way,"-1.1158733,52.6053764,,-1.11592,52.6053663,,-1.1159448,52.6054084,,-1.1159844,52.6053998,,-1.1160307,52.6054784,,-1.1160045,52.6054841,,-1.1160465,52.6055555,,-1.1159635,52.6055735,,-1.1159591,52.6055661,,-1.1156303,52.6056376,,-1.1156087,52.6056009,,-1.1155634,52.6056108,,-1.115511,52.6055219,,-1.1155734,52.6055083,,-1.1155483,52.6054657,,-1.1156455,52.6054445,,-1.1156358,52.6054281,,-1.1158733,52.6053764,,",place_of_worship,yes,Saint Mary Magdalene's Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q26336061,,,,,"[335755740, 335755758, 1893507901, 1893507900, 1893507913, 1893507915, 335755741, 1893507918, 1893507917, 335755744, 1893507919, 1893507920, 1893507916, 335755746, 1893507912, 1893507911, 1893507910, 335755740]",,,,anglican,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,way/30454507,30454507,way,"-1.121682,52.5975497,,-1.1215366,52.5975939,,-1.1215132,52.5975655,,-1.1213432,52.5976173,,-1.1212961,52.5975602,,-1.1213472,52.5975446,,-1.1213091,52.5974985,,-1.1214008,52.5974705,,-1.1213611,52.5974225,,-1.1215255,52.5973724,,-1.1215607,52.5974151,,-1.1216733,52.5973809,,-1.1217325,52.5974526,,-1.1216282,52.5974844,,-1.121682,52.5975497,,",pub,commercial,The Aberdale,,,,,,111,LE2 6HT,Shackerdale Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[687087328, 687087329, 2736628846, 2736628849, 687087330, 2736628845, 2736628844, 2736628842, 2736628838, 687087327, 2736628837, 2736628834, 2736628840, 2736628843, 687087328]",,,,,LE2 6HT,,610436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,way/30906610,30906610,way,"-1.1209709,52.5985784,,-1.1207583,52.5985798,,-1.1207506,52.5984491,,-1.1209375,52.5984027,,-1.1209742,52.5984684,,-1.1209709,52.5985784,,",,yes,0,,,,,,101-105,LE2 6GE,Aberdale Road,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,"[343587009, 343587015, 335750501, 335750500, 335750504, 343587009]",,,,,,,,,Parkers Motor Services,car_parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,way/30906611,30906611,way,"-1.1209723,52.5986587,,-1.1209709,52.5985784,,-1.1207583,52.5985798,,-1.1207597,52.5986601,,-1.1209723,52.5986587,,",fast_food,yes,Ma's Cuisine,,,,,,99,LE2 6GE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[335750637, 343587009, 343587015, 335750636, 335750637]",,,,,LE2 6GE,,756249,,,,chinese,name change on FHRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,way/37260032,37260032,way,"-1.1137156,52.6327047,,-1.1137624,52.6329188,,-1.1143864,52.6328685,,-1.1143568,52.6327262,,-1.1143396,52.6326545,,-1.1137156,52.6327047,,",,retail,St Peters Shops,,,,,,,LE5,Melbourne Road,,,,St Peter's Shopping Centre,,,,,,,,mall,,,,,,,,,,,,,,,,,"[434097048, 434097049, 4562675242, 3918883217, 434097051, 434097048]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,way/38498822,38498822,way,"-1.1246517,52.6229374,,-1.1237674,52.6226675,,-1.1238976,52.6225102,,-1.1240411,52.622554,,-1.124188,52.6225989,,-1.1247819,52.6227802,,-1.1246517,52.6229374,,",,university,George Porter Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[455445099, 455445100, 455445101, 1472037575, 1471302204, 455445102, 455445099]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,way/38498824,38498824,way,"-1.123289,52.6221459,,-1.1236552,52.6222556,,-1.1234986,52.6224482,,-1.1231801,52.6228399,,-1.1230222,52.6230341,,-1.122656,52.6229244,,-1.123289,52.6221459,,",,university,Physics Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[455445107, 455445108, 1472037555, 1472037570, 1413170130, 1413170132, 455445107]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,way/38498825,38498825,way,"-1.1239692,52.6219958,,-1.1238858,52.6219712,,-1.1237468,52.6221448,,-1.1233284,52.6220215,,-1.1235214,52.6217803,,-1.1234538,52.6217589,,-1.1236547,52.6214465,,-1.1239182,52.6215697,,-1.1239876,52.6216022,,-1.1239461,52.6216473,,-1.12397,52.6216544,,-1.1241904,52.6217194,,-1.1240913,52.6218432,,-1.1239692,52.6219958,,",,university,Charles Wilson Building,,,Univeristy Of Leicester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[455445112, 1471302192, 455445114, 1471302206, 1471302188, 1471302202, 455445115, 1201529822, 1471302186, 1471302208, 1472037565, 455445116, 1472037545, 455445112]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,way/38498827,38498827,way,"-1.1245938,52.6207332,,-1.1243536,52.620622,,-1.1241214,52.6205145,,-1.1248312,52.6199741,,-1.1252971,52.6201892,,-1.1245938,52.6207332,,",library,yes,David Wilson Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[455445121, 1472037548, 455445122, 455445123, 455445124, 455445121]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,way/38498828,38498828,way,"-1.1241336,52.621518,,-1.1237673,52.621343,,-1.1238396,52.6212872,,-1.123904,52.621318,,-1.1239348,52.6212942,,-1.1239707,52.6212665,,-1.1239076,52.6212364,,-1.1239789,52.6211815,,-1.1241014,52.62124,,-1.1243439,52.6213558,,-1.1241336,52.621518,,",,university,Attenborough Seminar Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[455445125, 455445126, 1471362663, 1471362647, 1471362635, 1471362610, 1471362629, 455445127, 1472037573, 455445128, 455445125]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,way/38498829,38498829,way,"-1.1268642,52.6205528,,-1.1265891,52.6207605,,-1.1264947,52.6207144,,-1.1265715,52.6206563,,-1.1262535,52.6205011,,-1.1262698,52.6204888,,-1.1262052,52.6204573,,-1.1262492,52.6204241,,-1.126293,52.620391,,-1.1263511,52.6204193,,-1.1263714,52.6204041,,-1.126686,52.6205576,,-1.1267598,52.6205019,,-1.1268642,52.6205528,,",,university,Astley Clarke Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[455445130, 455445132, 1471326017, 1471325993, 1471325999, 1471325992, 455445134, 1472037530, 1471325987, 1471325998, 455445136, 1471326015, 1471326007, 455445130]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,way/38498830,38498830,way,"-1.125666,52.6213203,,-1.1253707,52.6211799,,-1.1253849,52.6211657,,-1.1253125,52.6211279,,-1.1253561,52.6210929,,-1.1253982,52.6210592,,-1.1254725,52.6210917,,-1.125494,52.621077,,-1.12581,52.6212127,,-1.1258858,52.6211518,,-1.1260273,52.6212146,,-1.1259487,52.6212717,,-1.1261488,52.6213615,,-1.1260935,52.6214052,,-1.1261082,52.621444,,-1.1261286,52.6214445,,-1.1261395,52.6214532,,-1.1261358,52.6214641,,-1.1261187,52.6214687,,-1.1261013,52.6214634,,-1.1261001,52.6214514,,-1.1260362,52.6214504,,-1.1259754,52.6214984,,-1.125952,52.6214868,,-1.1259222,52.6215077,,-1.1258629,52.6215113,,-1.1258051,52.6214966,,-1.1257718,52.6214689,,-1.1257635,52.6214368,,-1.1257801,52.6214109,,-1.1257645,52.621404,,-1.1257031,52.6214554,,-1.1255722,52.6213957,,-1.125666,52.6213203,,",,university,Ken Edwards Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[455445138, 1471353886, 1471353862, 1471353890, 1472037592, 1471353877, 1471353898, 455445140, 1471353911, 1471353876, 1471353859, 1471353957, 455445167, 1471353883, 1471353882, 1471353909, 1471353880, 1471353920, 1471353864, 1471353871, 1471353916, 1471353908, 455445170, 1471353900, 1471353948, 1471353936, 1471353930, 1471353881, 1471353906, 1471353870, 1471353941, 1471353944, 1471353878, 455445138]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,way/38498831,38498831,way,"-1.1257925,52.6216684,,-1.1252661,52.6214202,,-1.1251009,52.6213423,,-1.1249746,52.621441,,-1.1250313,52.6214677,,-1.1248331,52.6216226,,-1.1247413,52.6215793,,-1.1246372,52.6216608,,-1.1247273,52.6217033,,-1.1247016,52.6217234,,-1.1248564,52.6217963,,-1.1248285,52.6218181,,-1.1248644,52.6218355,,-1.1249522,52.621872,,-1.1253104,52.6220453,,-1.1254878,52.6219066,,-1.125542,52.6218642,,-1.1257057,52.6217363,,-1.1257925,52.6216684,,",,yes,Percy Gee Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[455445172, 1472037589, 455445174, 455445176, 455445178, 1385842795, 1471405474, 1471405477, 1471405476, 1471405472, 1471405466, 1471405493, 1472037566, 1472037582, 1385842796, 2987585229, 2987585226, 2987585228, 455445172]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,way/38498832,38498832,way,"-1.1237078,52.6212271,,-1.1236481,52.6211985,,-1.1236221,52.6211984,,-1.1235313,52.6211576,,-1.1235308,52.6211452,,-1.1236057,52.62109,,-1.1236252,52.6210903,,-1.1237116,52.6211333,,-1.1237141,52.6211502,,-1.1237763,52.6211757,,-1.1237814,52.6211619,,-1.1238296,52.6211266,,-1.1238503,52.6211227,,-1.1239362,52.621163,,-1.1239369,52.6211761,,-1.1238688,52.621229,,-1.1238494,52.6212333,,-1.1238177,52.6212184,,-1.1238014,52.6212325,,-1.1237927,52.62124,,-1.1237839,52.6212476,,-1.123813,52.6212616,,-1.1238124,52.6212752,,-1.1237489,52.6213257,,-1.1237236,52.6213277,,-1.1236343,52.621285,,-1.1236364,52.6212712,,-1.1236826,52.6212333,,-1.1237078,52.6212271,,",,university,Attenborough Tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4818182,,,,,"[455445179, 1471362608, 1471362657, 1471362652, 1471362646, 1471362596, 1471362645, 1471362616, 1471362623, 1471362626, 1471362594, 1471362633, 455445180, 1471362643, 455445181, 1471362615, 1471362627, 1471362609, 1471362613, 1472037563, 1471362644, 1471362632, 1471362606, 455445182, 1471362604, 1471362659, 1471362593, 1471362598, 455445179]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,way/38498833,38498833,way,"-1.1238217,52.6209001,,-1.1239659,52.6207846,,-1.1243792,52.6209746,,-1.1243078,52.6210318,,-1.124235,52.6210902,,-1.1238217,52.6209001,,",,yes,Informatics Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[455445183, 455445184, 455445185, 1472037577, 455445186, 455445183]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,way/38498835,38498835,way,"-1.1250063,52.6225202,,-1.125123,52.6223831,,-1.1249156,52.6223194,,-1.1248928,52.6223124,,-1.1248665,52.622261,,-1.1247759,52.6222768,,-1.1248366,52.6222955,,-1.1246909,52.6224743,,-1.1249731,52.6225565,,-1.1249409,52.6225925,,-1.1250374,52.6225734,,-1.1250063,52.6225202,,",,university,Computer Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1471259888, 1471259882, 1472037588, 1471259884, 1471259891, 1471259879, 455445191, 455445192, 455445193, 455445195, 1471259886, 1471259888]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
